id;search_type;search_query;search_parameters;agency_id;provider_id;frequency;last_run_at;next_run_at;is_active;priority;results_count;total_runs;successful_runs;failed_runs;last_error;tags;notes;created_at;updated_at;created_by
f1f2581c-02e9-4ffb-bc0c-43d5ebe6ee9b;agency;"""City of Los Angeles"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Los Angeles, CA""}";6413e73d-b77e-4c27-864a-54b7857438c8;;daily;;2025-11-20 01:34:33.907246+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for City of Los Angeles;2025-11-20 01:34:33.907246+00;2025-11-20 01:34:33.907246+00;2babc540-acbb-4012-a198-971125628657
14026883-8e40-415c-be67-1734cecfdd51;agency;"""Sacramento RT"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Sacramento, CA""}";fcef3f8e-7aae-41ef-8100-2212944f7e03;;daily;;2025-11-20 01:34:34.613729+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Sacramento RT;2025-11-20 01:34:34.613729+00;2025-11-20 01:34:34.613729+00;2babc540-acbb-4012-a198-971125628657
a02ea1d6-822a-4b4c-8686-7772865511a7;agency;"""Operating Above the Standard"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Columbia, MO""}";5e31b167-ee86-403d-a129-998a51a6dd4b;;daily;;2025-11-20 01:34:35.331361+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Operating Above the Standard;2025-11-20 01:34:35.331361+00;2025-11-20 01:34:35.331361+00;2babc540-acbb-4012-a198-971125628657
d464b421-168d-48f1-9189-1676a81a3894;agency;"""Hampton Roads Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Hampton, VA""}";66bac902-b221-4079-bb8f-4e63199404c4;;daily;;2025-11-20 01:34:36.041808+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Hampton Roads Transit;2025-11-20 01:34:36.041808+00;2025-11-20 01:34:36.041808+00;2babc540-acbb-4012-a198-971125628657
4da33dae-e234-4182-a003-4cd8fae73a00;agency;"""Capital District Transportation Authority"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Albany, NY""}";38853155-f0db-457e-a13c-e349f4460780;;daily;;2025-11-20 01:34:36.743999+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Capital District Transportation Authority;2025-11-20 01:34:36.743999+00;2025-11-20 01:34:36.743999+00;2babc540-acbb-4012-a198-971125628657
43376170-5bfb-495a-a324-c0dcd56e5992;agency;"""rabbittransit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Harrisburg, PA""}";2c3a0794-4d71-4886-8e60-cab53b9e5c4e;;daily;;2025-11-20 01:34:37.457551+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for rabbittransit;2025-11-20 01:34:37.457551+00;2025-11-20 01:34:37.457551+00;2babc540-acbb-4012-a198-971125628657
9e341c3a-3b9e-4b4b-b2a1-fb899e626840;agency;"""Nassau Inter County Express"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Mineola, NY""}";c89a92e8-bb4c-43f5-b719-9b5c7e8b02a5;;daily;;2025-11-20 01:34:38.179631+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Nassau Inter County Express;2025-11-20 01:34:38.179631+00;2025-11-20 01:34:38.179631+00;2babc540-acbb-4012-a198-971125628657
a7c82817-45b7-41fc-9e82-48ccae427c79;agency;"""Metro / Access"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Cincinnati, OH""}";e9aa3a09-c215-45c2-80e9-3831f70f5560;;daily;;2025-11-20 01:34:38.881932+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Metro / Access;2025-11-20 01:34:38.881932+00;2025-11-20 01:34:38.881932+00;2babc540-acbb-4012-a198-971125628657
87cba74a-6368-4550-a3af-07f583f4bce4;agency;"""Ride On"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Rockville, MD""}";9199e792-67a5-4386-82e8-33de16b87c00;;daily;;2025-11-20 01:34:39.579319+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Ride On;2025-11-20 01:34:39.579319+00;2025-11-20 01:34:39.579319+00;2babc540-acbb-4012-a198-971125628657
9f8726bd-a789-4152-9e33-e2db868f4609;agency;"""Foothill Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""West Covina, CA""}";926f681f-2e3b-405c-84f4-bbc1bcdc8b48;;daily;;2025-11-20 01:34:40.729853+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Foothill Transit;2025-11-20 01:34:40.729853+00;2025-11-20 01:34:40.729853+00;2babc540-acbb-4012-a198-971125628657
83b20c04-2c50-41c3-b1d7-43ad4a5c0c7c;agency;"""Port Authority Trans-Hudson Corporation"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""New York, NY""}";03e85596-8fad-4044-a515-bcf521f1a225;;daily;;2025-11-20 01:34:41.458123+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Port Authority Trans-Hudson Corporation;2025-11-20 01:34:41.458123+00;2025-11-20 01:34:41.458123+00;2babc540-acbb-4012-a198-971125628657
47181d54-d00b-476c-bfe8-6e3e7bf6e529;agency;"""Ben Franklin Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Richland, WA""}";36c2c23f-7aa5-4e79-a040-3815177f21fa;;daily;;2025-11-20 01:34:42.18251+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Ben Franklin Transit;2025-11-20 01:34:42.18251+00;2025-11-20 01:34:42.18251+00;2babc540-acbb-4012-a198-971125628657
df915e0d-4336-4230-8c21-7de012d29f11;agency;"""Central Ohio Transit Authority"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Columbus, OH""}";acac1717-661d-4e25-a0d4-9039ffd4e3af;;daily;;2025-11-20 01:34:42.880879+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Central Ohio Transit Authority;2025-11-20 01:34:42.880879+00;2025-11-20 01:34:42.880879+00;2babc540-acbb-4012-a198-971125628657
496c8ee0-67c6-4a98-bb8c-daf3822421f2;agency;"""WeGo Public Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Madison, TN""}";2585449e-546a-4b9f-bc0c-e2b82c2ee77c;;daily;;2025-11-20 01:34:43.573552+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for WeGo Public Transit;2025-11-20 01:34:43.573552+00;2025-11-20 01:34:43.573552+00;2babc540-acbb-4012-a198-971125628657
fe44ed09-2c1b-429f-9deb-edfa637565b4;agency;"""NFTA - Metro Bus & Rail"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Buffalo, NY""}";f45e9b7c-6e5f-4651-afb3-f6ab0489b985;;daily;;2025-11-20 01:34:44.313921+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for NFTA - Metro Bus & Rail;2025-11-20 01:34:44.313921+00;2025-11-20 01:34:44.313921+00;2babc540-acbb-4012-a198-971125628657
709e9d30-f9d0-4776-b226-10d375e3483e;agency;"""Valley Metro"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Phoenix, AZ""}";c367eb1e-9815-44f5-9248-75c38a8d52cf;;daily;;2025-11-20 01:34:28.476672+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Valley Metro;2025-11-20 01:34:28.476672+00;2025-11-20 01:34:28.476672+00;2babc540-acbb-4012-a198-971125628657
06d326ba-dea6-4c1e-bbf6-cf57390b416e;agency;"""OmniRide"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Woodbridge, VA""}";7fd0023e-e36a-4134-942e-e3185f5f33fa;;daily;;2025-11-20 01:34:29.176621+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for OmniRide;2025-11-20 01:34:29.176621+00;2025-11-20 01:34:29.176621+00;2babc540-acbb-4012-a198-971125628657
eaf5dc88-ae78-4aeb-9192-f439e76fe1ed;agency;"""Sound Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Seattle, WA""}";fe50b240-4655-4475-ac82-6dadc8a88e12;;daily;;2025-11-20 01:34:29.914101+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Sound Transit;2025-11-20 01:34:29.914101+00;2025-11-20 01:34:29.914101+00;2babc540-acbb-4012-a198-971125628657
3e7002f5-600a-47e1-b08b-ba8b12d793cd;agency;"""(St. Louis) Metro"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Saint Louis, MO""}";a4e33015-a155-4f34-9d70-18ce8a91a666;;daily;;2025-11-20 01:34:30.614418+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for (St. Louis) Metro;2025-11-20 01:34:30.614418+00;2025-11-20 01:34:30.614418+00;2babc540-acbb-4012-a198-971125628657
d43d8bf6-9e26-4534-bf6f-0a09c689049e;agency;"""Pierce Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Lakewood, WA""}";b0fdab31-677c-4034-a1b3-04ecd7889dab;;daily;;2025-11-20 01:34:31.326493+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Pierce Transit;2025-11-20 01:34:31.326493+00;2025-11-20 01:34:31.326493+00;2babc540-acbb-4012-a198-971125628657
8ac35e5e-c3fd-4015-ace3-cceb07964ea6;agency;"""Dibs"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Stockton, CA""}";957c6a34-f33f-4181-839d-8ee201d6f37a;;daily;;2025-11-20 01:34:32.027582+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Dibs;2025-11-20 01:34:32.027582+00;2025-11-20 01:34:32.027582+00;2babc540-acbb-4012-a198-971125628657
0b18e008-b308-432f-8ee8-b96f2e607381;agency;"""Palm Tran, Inc."" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""West Palm Beach, FL""}";bf80b494-8678-4886-94df-aeb2b1390358;;daily;;2025-11-20 01:34:32.718375+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Palm Tran, Inc.;2025-11-20 01:34:32.718375+00;2025-11-20 01:34:32.718375+00;2babc540-acbb-4012-a198-971125628657
440290e9-1aa7-4652-a1e8-1b00e063fbd4;agency;"""SANDAG"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""San Diego, CA""}";ff9c98bf-096b-4550-aac3-2e8cb0e454ba;;daily;;2025-11-20 01:34:33.440967+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for SANDAG;2025-11-20 01:34:33.440967+00;2025-11-20 01:34:33.440967+00;2babc540-acbb-4012-a198-971125628657
df9267fc-3499-4fad-bd0e-2a5c265ae4d9;agency;"""Westchester County - Bee Line"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""White Plains, NY""}";2a1db9fe-857c-422e-ab6a-1729d4774240;;daily;;2025-11-20 01:34:34.142331+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Westchester County - Bee Line;2025-11-20 01:34:34.142331+00;2025-11-20 01:34:34.142331+00;2babc540-acbb-4012-a198-971125628657
ee28d2e9-1f3b-41fe-97b4-bebe3dc83d21;agency;"""Sacramento RT"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Sacramento, CA""}";fcef3f8e-7aae-41ef-8100-2212944f7e03;;daily;;2025-11-20 01:34:34.850733+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Sacramento RT;2025-11-20 01:34:34.850733+00;2025-11-20 01:34:34.850733+00;2babc540-acbb-4012-a198-971125628657
d132bdee-c5cb-4098-a937-9de7d5e670e4;agency;"""Milwaukee County Transit System"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Milwaukee, WI""}";275f6dca-c4fb-464b-b8b0-da4727dd5d1d;;daily;;2025-11-20 01:34:35.567529+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Milwaukee County Transit System;2025-11-20 01:34:35.567529+00;2025-11-20 01:34:35.567529+00;2babc540-acbb-4012-a198-971125628657
3951e9d8-8f9e-4ba9-a034-484c4ecdcb31;agency;"""Hampton Roads Transit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Hampton, VA""}";66bac902-b221-4079-bb8f-4e63199404c4;;daily;;2025-11-20 01:34:36.271135+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Hampton Roads Transit;2025-11-20 01:34:36.271135+00;2025-11-20 01:34:36.271135+00;2babc540-acbb-4012-a198-971125628657
0842bb1f-d30e-468b-8ca1-30cfbe2e3669;agency;"""SamTrans"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""San Carlos, CA""}";2ca74e38-b9d4-40d5-b36e-bc8e2433ba83;;daily;;2025-11-20 01:34:36.984663+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for SamTrans;2025-11-20 01:34:36.984663+00;2025-11-20 01:34:36.984663+00;2babc540-acbb-4012-a198-971125628657
182072ae-dfca-41cb-a80b-ba751fb64347;agency;"""rabbittransit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Harrisburg, PA""}";2c3a0794-4d71-4886-8e60-cab53b9e5c4e;;daily;;2025-11-20 01:34:37.698445+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for rabbittransit;2025-11-20 01:34:37.698445+00;2025-11-20 01:34:37.698445+00;2babc540-acbb-4012-a198-971125628657
92f5dba1-4767-4075-9b02-ba481e295d33;agency;"""Spokane Transit Authority"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Spokane, WA""}";03c2d3dd-3622-4971-be42-e0fc170798e1;;daily;;2025-11-20 01:34:38.416435+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Spokane Transit Authority;2025-11-20 01:34:38.416435+00;2025-11-20 01:34:38.416435+00;2babc540-acbb-4012-a198-971125628657
e3008891-fb08-4f64-9c17-f5e199f11375;agency;"""Metro / Access"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Cincinnati, OH""}";e9aa3a09-c215-45c2-80e9-3831f70f5560;;daily;;2025-11-20 01:34:39.109483+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Metro / Access;2025-11-20 01:34:39.109483+00;2025-11-20 01:34:39.109483+00;2babc540-acbb-4012-a198-971125628657
0db42c36-298b-48e4-9fc7-29e1c3cfe322;agency;"""Kansas City Area Transportation Authority"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Kansas City, MO""}";dbb1e50d-093b-406a-9710-dcc7367d4c6c;;daily;;2025-11-20 01:34:39.805087+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Kansas City Area Transportation Authority;2025-11-20 01:34:39.805087+00;2025-11-20 01:34:39.805087+00;2babc540-acbb-4012-a198-971125628657
b0cb89ad-7970-412e-bee1-69536443c91a;agency;"""Foothill Transit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""West Covina, CA""}";926f681f-2e3b-405c-84f4-bbc1bcdc8b48;;daily;;2025-11-20 01:34:41.001549+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Foothill Transit;2025-11-20 01:34:41.001549+00;2025-11-20 01:34:41.001549+00;2babc540-acbb-4012-a198-971125628657
f9d6fba8-8d8c-4833-9ccf-b70d19e4b428;agency;"""RIPTA"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Providence, RI""}";556cdb3d-60cd-461f-b7ee-7a830dc81d63;;daily;;2025-11-20 01:34:41.687364+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for RIPTA;2025-11-20 01:34:41.687364+00;2025-11-20 01:34:41.687364+00;2babc540-acbb-4012-a198-971125628657
15409c14-0543-4b8b-a685-1e51fb0abbfa;agency;"""Ben Franklin Transit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Richland, WA""}";36c2c23f-7aa5-4e79-a040-3815177f21fa;;daily;;2025-11-20 01:34:42.411502+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Ben Franklin Transit;2025-11-20 01:34:42.411502+00;2025-11-20 01:34:42.411502+00;2babc540-acbb-4012-a198-971125628657
dd1be5b4-f8c7-43db-863c-5d64d6b6b981;agency;"""City of Charlotte North Carolina"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Charlotte, NC""}";19a76af9-9bb5-4057-bee7-e0c58cb77483;;daily;;2025-11-20 01:34:43.117625+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for City of Charlotte North Carolina;2025-11-20 01:34:43.117625+00;2025-11-20 01:34:43.117625+00;2babc540-acbb-4012-a198-971125628657
bdf3093d-71e5-427b-9e12-c452038fd256;agency;"""Victor Valley Transit Authority"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Hesperia, CA""}";bc627d60-21f5-4feb-b89f-2ea3ae8ee64d;;daily;;2025-11-20 01:34:40.266608+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Victor Valley Transit Authority;2025-11-20 01:34:40.266608+00;2025-11-20 01:34:40.266608+00;2babc540-acbb-4012-a198-971125628657
d7547324-3ac7-4a59-ad98-c8591607e940;agency;"""Victor Valley Transit Authority"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Hesperia, CA""}";bc627d60-21f5-4feb-b89f-2ea3ae8ee64d;;daily;;2025-11-20 01:34:40.493941+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Victor Valley Transit Authority;2025-11-20 01:34:40.493941+00;2025-11-20 01:34:40.493941+00;2babc540-acbb-4012-a198-971125628657
be8448de-525e-4a75-923d-7cc6509a201e;agency;"""Port Authority Trans-Hudson Corporation"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""New York, NY""}";03e85596-8fad-4044-a515-bcf521f1a225;;daily;;2025-11-20 01:34:41.231968+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Port Authority Trans-Hudson Corporation;2025-11-20 01:34:41.231968+00;2025-11-20 01:34:41.231968+00;2babc540-acbb-4012-a198-971125628657
ef512166-44c8-4ec2-9654-108a41624fa1;agency;"""RIPTA"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Providence, RI""}";556cdb3d-60cd-461f-b7ee-7a830dc81d63;;daily;;2025-11-20 01:34:41.945854+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for RIPTA;2025-11-20 01:34:41.945854+00;2025-11-20 01:34:41.945854+00;2babc540-acbb-4012-a198-971125628657
988e107f-3aeb-4c8c-802f-9f867e8e627a;agency;"""Central Ohio Transit Authority"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Columbus, OH""}";acac1717-661d-4e25-a0d4-9039ffd4e3af;;daily;;2025-11-20 01:34:42.644894+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Central Ohio Transit Authority;2025-11-20 01:34:42.644894+00;2025-11-20 01:34:42.644894+00;2babc540-acbb-4012-a198-971125628657
4ea4c240-edd3-4d78-9127-50e9baa27ac2;agency;"""City of Charlotte North Carolina"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Charlotte, NC""}";19a76af9-9bb5-4057-bee7-e0c58cb77483;;daily;;2025-11-20 01:34:43.345039+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for City of Charlotte North Carolina;2025-11-20 01:34:43.345039+00;2025-11-20 01:34:43.345039+00;2babc540-acbb-4012-a198-971125628657
104b2397-3236-4590-86f7-f6abe2a79215;agency;"""NFTA - Metro Bus & Rail"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Buffalo, NY""}";f45e9b7c-6e5f-4651-afb3-f6ab0489b985;;daily;;2025-11-20 01:34:44.081158+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for NFTA - Metro Bus & Rail;2025-11-20 01:34:44.081158+00;2025-11-20 01:34:44.081158+00;2babc540-acbb-4012-a198-971125628657
5535ac24-c8e7-4552-8644-66b3baa44529;agency;"""Fairfax Connector Bus System"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Fairfax, VA""}";e345c55d-c473-4ab0-805e-d97b2d0854e6;;daily;;2025-11-20 01:34:45.468004+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Fairfax Connector Bus System;2025-11-20 01:34:45.468004+00;2025-11-20 01:34:45.468004+00;2babc540-acbb-4012-a198-971125628657
71bd7cc5-e644-4c15-94d1-13d460e65990;agency;"""Sun Tran"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Tucson, AZ""}";9ca6ccfb-28d0-4509-8939-0f481e161249;;daily;;2025-11-20 01:34:46.190273+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Sun Tran;2025-11-20 01:34:46.190273+00;2025-11-20 01:34:46.190273+00;2babc540-acbb-4012-a198-971125628657
70b8e629-bd4d-44ba-9887-a779951dd3ac;agency;"""Transit Authority of River City"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Louisville, KY""}";90b2ee5f-9736-43e3-b49e-e3dc472c2d78;;daily;;2025-11-20 01:34:46.893972+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Transit Authority of River City;2025-11-20 01:34:46.893972+00;2025-11-20 01:34:46.893972+00;2babc540-acbb-4012-a198-971125628657
feb4ba88-cf8d-48c2-9af4-3fda1c44e33a;agency;"""GoRaleigh"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Raleigh, NC""}";3710a240-8674-4fee-b91f-152e4bc47f43;;daily;;2025-11-20 01:34:47.582193+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for GoRaleigh;2025-11-20 01:34:47.582193+00;2025-11-20 01:34:47.582193+00;2babc540-acbb-4012-a198-971125628657
4f8baff6-5e77-4780-899e-8d953c448531;agency;"""MTA Flint"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Flint, MI""}";5173ca45-7165-4d0d-84f2-a219b349732f;;daily;;2025-11-20 01:34:48.286191+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for MTA Flint;2025-11-20 01:34:48.286191+00;2025-11-20 01:34:48.286191+00;2babc540-acbb-4012-a198-971125628657
3451a26f-d5e7-45b5-b196-f691e0787741;agency;"""Greater Richmond Transit Company"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Richmond, VA""}";e9e4dc02-2f18-4576-958b-e71f31495323;;daily;;2025-11-20 01:34:48.986592+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Greater Richmond Transit Company;2025-11-20 01:34:48.986592+00;2025-11-20 01:34:48.986592+00;2babc540-acbb-4012-a198-971125628657
eeb73d29-a500-4f6d-8960-bb6b704f19a4;agency;"""Intercity Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Olympia, WA""}";25df5555-4594-4362-af73-353e3e6af74e;;daily;;2025-11-20 01:34:49.680925+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Intercity Transit;2025-11-20 01:34:49.680925+00;2025-11-20 01:34:49.680925+00;2babc540-acbb-4012-a198-971125628657
ed3320a8-c443-4063-bb9c-192f6fc9db0b;agency;"""Riverside Transit Agency"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Riverside, CA""}";cb6faa82-12c7-493d-80f5-de1187f85dbe;;daily;;2025-11-20 01:34:51.065026+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Riverside Transit Agency;2025-11-20 01:34:51.065026+00;2025-11-20 01:34:51.065026+00;2babc540-acbb-4012-a198-971125628657
8b4378d6-273f-488e-bf8f-efc98b04169a;agency;"""Blue Water Area Transit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Port Huron, MI""}";b2675292-1850-4b6b-85a8-dca69e72e509;;daily;;2025-11-20 01:34:51.775956+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Blue Water Area Transit;2025-11-20 01:34:51.775956+00;2025-11-20 01:34:51.775956+00;2babc540-acbb-4012-a198-971125628657
8537e8df-1a7c-4556-9b0a-33edfbfc9b34;agency;"""Regional Transit Service"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Rochester, NY""}";b38b7897-9201-4f24-849a-4d88154e83e0;;daily;;2025-11-20 01:34:52.489909+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for Regional Transit Service;2025-11-20 01:34:52.489909+00;2025-11-20 01:34:52.489909+00;2babc540-acbb-4012-a198-971125628657
013c43f9-5b7c-4f7d-a1ea-b6823bcdf188;agency;"""Denton County Transportation Authority"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Lewisville, TX""}";c6f25eca-0808-46e4-82e6-37cb3443152b;;daily;;2025-11-20 01:34:53.208208+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for Denton County Transportation Authority;2025-11-20 01:34:53.208208+00;2025-11-20 01:34:53.208208+00;2babc540-acbb-4012-a198-971125628657
20f86f83-7f64-4517-95aa-e4eadb985923;agency;"""CTTransit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Hartford, CT""}";b3abca20-f252-4193-880b-e9b9c4229083;;daily;;2025-11-20 01:34:53.915461+00;true;medium;0;0;0;0;;"[""agency-news"",""general""]";General news for CTTransit;2025-11-20 01:34:53.915461+00;2025-11-20 01:34:53.915461+00;2babc540-acbb-4012-a198-971125628657
e88038ec-0bcd-498a-a93c-f9ffe242da69;provider;"""MV Transportation"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""contract-operator""}";;9a5222bc-a31e-4d7a-99d6-93d9a6da6a8f;weekly;;2025-11-20 01:34:54.648979+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for MV Transportation;2025-11-20 01:34:54.648979+00;2025-11-20 01:34:54.648979+00;2babc540-acbb-4012-a198-971125628657
